sbscrbr,user_id,Gender,Status,D.O.B.,Address,State_CD
5043194610,Hansiain_Fuentez,F,Divorced,11/15/1990,"8726 East South Court  Stafford, VA 22554",
3131897804,Dara_Halcro,M,Divorced,5/31/1986,"37 Constitution Ave.  Maplewood, NJ 07040",
7202414755,Coral_Hails,F,Divorced,11/23/2000,"9948 Nut Swamp Ave.  Fort Washington, MD 20744",
7584233517,Ailee_Ashfield,F,Divorced,12/30/2004,"21 Hartford Court  Warren, MI 48089",
3049691700,Ofella_Barford,M,Divorced,12/5/1979,"7509 Pierce Street  Littleton, CO 80123",
5022381119,Winny_O'Codihie,F,Divorced,3/26/1992,"124 Vine Ave.  East Northport, NY 11731",
1732845500,Amie_Attwooll,F,Divorced,10/21/1974,"356 Trout St.  Summerfield, FL 34491",
8101183309,Page_Biesterfeld,M,Divorced,11/10/1974,"922 Mammoth Lane  Richmond, VA 23223",
9049966109,Hedda_Sorton,F,Divorced,6/13/1986,"9937 Lilac Ave.  Far Rockaway, NY 11691",
9285421447,Noe_Klyner,M,Divorced,1/10/2007,"928 Somerset Court  Randolph, MA 02368",
9058159395,Andre_Saint,F,Divorced,9/19/1973,"113 East Canterbury Drive  Allentown, PA 18102",
6281940576,Den_Munday,M,Divorced,2/12/1999,"66 Lakewood Dr.  Hartford, CT 06106",
5936246408,Verena_Tubb,F,Divorced,5/15/1985,"8100 Golden Star Street  West Palm Beach, FL 33404",
3811216447,Tiphany_McGreal,F,Single,5/14/1993,"7416 Tanglewood Ave.  Deerfield, IL 60015",
8686917250,Ber_Gerhartz,M,Single,7/6/2000,"44 Lakewood St.  Clifton, NJ 07011",
4611041941,Abraham_Chataignier,F,Single,1/21/1974,"8083 Plumb Branch Ave.  West Deptford, NJ 08096",
5278880809,Danielle_Rospars,F,Single,9/26/1983,"56 Heather Ave.  Fairburn, GA 30213",
9318343272,Bryant_Ramme,F,Single,3/29/2012,"44 Briarwood Dr.  New Castle, PA 16101",
8617702958,Ali_Stanistreet,M,Single,1/18/2009,"7542 Pumpkin Hill Street  Stockbridge, GA 30281",
1443490909,Lory_Watts,F,Single,8/6/2004,"8696 North Bay Lane  Irvington, NJ 07111",
4293735036,Andi_Ciccarelli,F,Single,11/15/2013,"8685 Ohio Ave.  Schaumburg, IL 60193",
7424027291,Emili_Yegorkin,M,Single,10/12/1998,"32 Thompson Dr.  Southfield, MI 48076",
9988569451,Beverlie_Swinden,F,Single,9/22/1993,"97 W. Rockland Lane  Westbury, NY 11590",
8936112977,Darrin_Bollis,F,Single,1/9/2000,"7547 Pacific Ave.  Suwanee, GA 30024",
1268201201,Torey_Butten,M,Single,1/4/1995,"652 South Green Lane  Pittsfield, MA 01201",
7364369171,Glenn_Stansfield,F,Single,4/20/1977,"702 Paris Hill Drive  Minneapolis, MN 55406",
1768566411,Gannon_Padefield,M,Married,9/17/1997,67 Pulaski Road  Apt 3 ,
6841797564,Mariquilla_Fugere,F,Married,7/19/2014,"Baldwin, NY 11510 258 East Prospect Dr. ",
4819983008,Augustine_Vain,M,Married,10/15/1983,"Mcallen, TX 78501 9031 Bayport St. ",
1643848762,Tamma_Viger,F,Married,6/21/2009,"North Brunswick, NJ 08902 32 Lakewood Ave. ",
4506435280,Timi_Spickett,F,Married,2/10/2004,"Fort Wayne, IN 46804 8474 Plymouth Court ",
1609928122,Bernadina_McCumesky,M,Married,6/2/2003,"Livonia, MI 48150 130 Vine Street ",
6539917258,Janessa_Wightman,F,Married,6/11/2008,"Austin, MN 55912 8966 Newcastle Road ",
3304104948,Mirna_Hexham,F,Married,2/9/1986,"Alliance, OH 44601 39 Brandywine Street ",
5375549286,Hamid_Faucherand,F,Married,1/16/1985,"Clinton Township, MI 48035 98 W. Hudson Ave. ",
2617601056,Carver_Franklyn,M,Married,10/31/2004,"Gurnee, IL 60031 24 Brook Street ",
1647962937,Umberto_Colleran,F,Married,1/16/1999,"Sumter, SC 29150 7 Hillside St. ",
4842002562,Lindsey_Hatchell,F,Married,7/12/2004,"Saint Johns, FL 32259 610 Blue Spring Lane ",
5211560396,Paloma_Pitfield,M,Married,3/22/1977,"Mason City, IA 50401 946 Thatcher Drive ",
1009684777,Brnaby_Noke,F,Married,2/16/1991,"Bettendorf, IA 52722 68 West Lawrence St. ",
6611295706,Timmie_Legister,F,Married,12/10/1983,"Fenton, MI 48430 7985 Lower River St. ",
8894008743,Bart_Eloi,M,Married,6/14/1977,"Bayside, NY 11361 39 County Dr. ",
8946939167,Daniel_Ciobotaro,F,Divorced,4/12/1983,"Merrillville, IN 46410 7527 Marsh Ave. ",
5131439762,Robinette_Durham,M,Divorced,7/3/1998,"Dearborn Heights, MI 48127 104 Hamilton St. ",
6287897180,Hurley_Shuxsmith,F,Divorced,7/30/2005,"Mount Airy, MD 21771 592 Heritage Circle ",
7507766329,Verile_Roff,M,Divorced,7/2/1993,"Titusville, FL 32780 8264 Pineknoll St. ",
9495402527,Bjorn_Degnen,F,Divorced,3/1/1976,"Allen Park, MI 48101 542 Gartner Dr. ",
3709211383,Lanny_O'Connel,F,Divorced,5/30/2000,"Little Falls, NJ 07424 378 Holly Drive ",
3184828913,Torie_Aymeric,M,Divorced,11/23/1993,"Saint Albans, NY 11412 712 Marshall Lane ",
4703687839,Cymbre_Yushin,F,Divorced,1/12/2006,"Naugatuck, CT 06770 928 Paris Hill St. ",
1682740800,Carline_Le_Monnier,F,Divorced,4/12/1975,"Grand Haven, MI 49417 97 Old York Lane ",
4143933476,Gwyneth_Greasley,F,Divorced,1/1/1975,"Macungie, PA 18062 8209 Gainsway Drive ",
2482009470,Bevan_Jackalin,M,Divorced,11/20/2004,"Central Islip, NY 11722 25 Buttonwood Street ",
1435586695,Joline_Ratke,F,Divorced,3/11/1997,"Oconomowoc, WI 53066 4 Chestnut Court ",
5085504834,Marlow_Gollard,F,Single,9/29/1976,"Washington, PA 15301 7771 High Ridge Circle ",
8531781198,SLVRte_Freezor,M,Single,6/11/1983,"Crown Point, IN 46307 7541 Campfire Court ",
5467751739,Isidore_Maunders,F,Single,2/18/2005,"Poughkeepsie, NY 12601 192 Whitemarsh St. ",
5231859287,Reggy_Raynor,F,Single,10/4/1985,"Seymour, IN 47274 9257 Cottage St. ",
8195094291,Dannel_Roblou,M,Single,10/8/1988,"Tampa, FL 33604 942 Johnson Dr. ",
2388270504,Rochelle_Dyne,F,Single,8/16/2012,"Quakertown, PA 18951 696 Birch Hill St. ",
5034361480,Ambrose_Kither,M,Single,5/24/2003,"Westport, CT 06880 185 East 4th Dr. ",
1466154600,Genia_Sansbury,F,Single,3/13/1982,"Smyrna, GA 30080 48 Roosevelt St. ",
2978742660,Pippo_Flatt,M,Single,4/30/2015,"Palos Verdes Peninsula, CA 90274 684 Harrison Street ",
6479472587,Kariotta_Wingrove,F,Single,5/13/1983,"Lansing, MI 48910 429 South Street ",
3581499938,Pietrek_Sweetland,F,Single,1/27/2002,"Liverpool, NY 13090 8032 SE. Augusta Ave. ",
6679457813,Paige_Biasioni,M,Single,7/26/1991,"Ringgold, GA 30736 55 Charles Street ",
3817568953,Ed_Chelley,F,Single,10/12/2009,"Wellington, FL 33414 530 Warren Ave. ",
3063528371,Reece_Burnsyde,F,Single,3/30/1977,"Cockeysville, MD 21030 7171 Manchester St. ",
5287628197,Lillis_Luetkemeyers,F,Single,6/30/1999,"Maryville, TN 37803 999 Wild Horse Street ",
5914224585,Adrea_Hindhaugh,M,Single,10/24/1982,"Round Lake, IL 60073 3 Campfire Rd. ",
4581100850,Farra_Postles,F,Married,6/22/1988,"Altoona, PA 16601 641 Roberts Road ",
4692970711,Fin_Howden,F,Married,11/9/2013,"Hanover Park, IL 60133 743 Tunnel Ave. ",
6986663119,Adlai_Nelsen,M,Married,9/17/2000,"Belleville, NJ 07109 30 Water St. ",
8484994603,Bambi_Clewes,F,Married,3/30/1992,"Lake Charles, LA 70605 8735 Heritage Dr. ",
